19,72.68
20,71.73
21,70.70
22,70.08
23,69.33
24,68.61
25,68.10
64,60.77
65,60.67
66,60.62
67,60.94
68,60.93
69,61.08
70,61.04
71,60.99
72,60.97
73,60.90
74,60.88
